text,cleaned_text,label,split,post_id
this nigga too good to be true ain ’ t no way he show up to my crib wit a bag full of my favorite food,nigga good true way show crib wit bag full favorite food,African,test,1221314471794069505_twitter
<user> and <user> jailed today for highlighting the paki gangs raping british children in towns and cities across the uk our police will not do anything about it because they are busy engaging in this degeneracy,user user jailed today highlighting paki gang raping british child town city across police anything busy engaging degeneracy,General,test,21209681_gab
the dirty wee paki that lives beside me came to my house there very upset said racists have been putting threatening letters through his door turns out it was a fiver off soap coupons,dirty wee paki life beside came house upset said racist putting threatening letter door turn fiver soap coupon,General,test,19084094_gab
i love nigger cock adolf hitler,love nigger cock adolf hitler,African,test,18184820_gab
superman was written by a kike about his fantasy of smashing fascists kek just fyi,superman written kike fantasy smashing fascist kek fyi,General,test,25002103_gab
<user> why would anyone watch whigger garbage like this show in the beginning,user would anyone watch whigger garbage like show beginning,General,test,1178765655790755845_twitter
why is nobody here talking about that nigger conyers raping white women on the taxpayer dime,nobody talking nigger conyers raping white woman taxpayer dime,African,test,14974204_gab
thanks to retard attempting poetry nigger rick ross filming his blasphemous and expletive laden video in and around the church of saint evstratios in vourvourou thira greek orthodox now understand what i mean when i state niggers are shit,thanks retard attempting poetry nigger rick ross filming blasphemous expletive laden video around church saint evstratios vourvourou thira greek orthodox understand mean state nigger shit,African,test,12167048_gab
i agree all shitskins need to be gassed along with their kike puppet masters,agree shitskins need gassed along kike puppet master,General,test,25744911_gab
lock her up indefinitely in cells filled with the mudslime rapefugees she is demanding her father import to the us,lock indefinitely cell filled mudslime rapefugees demanding father import,General,test,13110575_gab
the heart of blm protest types are nerdy blacks who do not really fit into black or white groups perfectly mad in some sense that they were born in a black body mad that they do not really gel with ghetto blacks either,heart blm protest type nerdy black really fit black white group perfectly mad sense born black body mad really gel ghetto black either,African,test,12796430_gab
the detroit lions revoked a season ticket holder tickets because he said nigger on twitter but they insist their players are allowed to express themselves freely so long as that expression is jew approved i gather the nfl hates you,detroit lion revoked season ticket holder ticket said nigger twitter insist player allowed express freely long expression jew approved gather nfl hate,Jewish,test,12585712_gab
ancient made up european gods and ancient made up kike gods are the exact same thing if you are not worshiping actual god you are worshipping someone else that someone else is satan does not matter if you call him moloch odin or your ancestor spirit different names same being,ancient made european god ancient made kike god exact thing worshiping actual god worshipping someone else someone else satan matter call moloch odin ancestor spirit different name,General,test,15836567_gab
i do not see why people go camping if i wanted to freeze my balls off and shit in a bucket i would sleep at my aunt house in the ghetto,see people camping wanted freeze ball shit bucket would sleep aunt house ghetto,General,test,5489191_gab
niggas really be tryna keep yu around just to be on some bullshit raggedy bitches,nigga really tryna keep around bullshit raggedy bitch,African,test,1123295873218293760_twitter
look all american good solid nw european descended white men women but have balls by your behavior fight club theme i think this is more important than which flag they will twist their photos but see the tiki closeups they still looked solid plausible,look american good solid european descended white men woman ball behavior fight club theme think important flag twist photo see tiki closeup still looked solid plausible,White,test,11860957_gab
hm 🤔 maybe if i survive my chemo and grow up i could be a lifeguard at a nigger swimming pool 🤔,maybe survive chemo grow could lifeguard nigger swimming pool,African,test,21242245_gab
online nazi haha guys the left can not meme <number> white privilege diversity is our strength race is just skin color the holocaust racist sexist bigot homophobe islamophobe anti semite,online nazi haha guy left meme number white privilege diversity strength race skin color holocaust racist sexist bigot homophobe islamophobe anti semite,White,test,17187669_gab
i am a nigger rabbi who sells bacon,nigger rabbi sell bacon,African,test,13912847_gab
our condolences to your family kelly the nigger needs to be publicly hung make it a short drop so it feels let the thing hang for a day or two to remind the nigger that this is what happens when you harm a white,condolence family kelly nigger need publicly hung make short drop feel let thing hang day two remind nigger happens harm white,African,test,25085591_gab
the kike in question is the one in the video yelling at the cops they did not do anything wrong,kike question one video yelling cop anything wrong,General,test,24211592_gab
i guess i will be like everyone else that gets suspended from twitter and make a new account used my phone number on <number> suspended accounts already so blow me jack you cunt nigger faggot,guess like everyone else get suspended twitter make new account used phone number number suspended account already blow jack cunt nigger faggot,African,test,4153260_gab
you are retarded and do not know what reply mean or are a shitty troller suck a bag of nigger dicks faggot,retarded know reply mean shitty troller suck bag nigger dick faggot,African,test,18230837_gab
confederate heroes day <date> texas state holiday we do not observe martin lucifer coon day,confederate hero day date texas state holiday observe martin lucifer coon day,General,test,1799901_gab
pft this is not news he plays for palestine and gaza and all that shit all the time he a well known muzzie kook like cat stevens,pft news play palestine gaza shit time well known muzzie kook like cat stevens,General,test,24049395_gab
match <number> a nigger wins a championship match <number> a nigger wins the battle royal now <number> niggers are singing fuck this whole thing im gonna play gta5 fuck wrestlemania 😡,match number nigger win championship match number nigger win battle royal number nigger singing fuck whole thing gonna play gta fuck wrestlemania,African,test,23377953_gab
keep laughing faggot while the kikes send the niggers and muzzies and wetbacks to fuck you out of your country your fortune and your dignity,keep laughing faggot kike send nigger muzzies wetback fuck country fortune dignity,African,test,18088580_gab
you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,spic spic area shooter almost get fired little bit sexual harassment eyy mamasita joo bee lookin good nothing mud best deport,Hispanic,test,27715195_gab
looks to me like some social activists might have been there fanning the flames well starting the fire then maintaining it whatever happened to law and order most tax payers would not disagree with rubber bullets tear gas and water cannons being deployed on this mixed bag of muzzies and blacks,look like social activist might fanning flame well starting fire maintaining whatever happened law order tax payer would disagree rubber bullet tear gas water cannon deployed mixed bag muzzies black,African,test,10227153_gab
<user> the privileged white devils are the only race that can not be victims of a hate crime,user privileged white devil race victim hate crime,White,test,1178784612685885441_twitter
naacp is not actually for niggers naacp helped abort more nigger babies than any org,naacp actually nigger naacp helped abort nigger baby org,African,test,21156880_gab
then an older nigger wearing an apron dressed like a kitchen staff member and holding a small caliber revolver walks to the front door and locks it and says i am the new kang of charleston,older nigger wearing apron dressed like kitchen staff member holding small caliber revolver walk front door lock say new kang charleston,African,test,3Z8UJEJOCZEG603II1EL4BE4QZH93Z_nf_4
the government needs to keep inspecting the places that towel heads worship cause they are bad places and whats going on with the cop killer that shot the white un armed woman,government need keep inspecting place towel head worship cause bad place whats going cop killer shot white armed woman,White,test,10600429_gab
a good reason why scientists should shut the fuck up when it comes to politics is that they will insist that niggers and arabs are rapey and stupid because of hot weather or lack of water rather than admitting that they have lower iqs and shittier cultures,good reason scientist shut fuck come politics insist nigger arab rapey stupid hot weather lack water rather admitting lower iq shittier culture,Muslim/Arab,test,5651911_gab
<number> <user> were marketed under speakfreely <number> the terms changed halfway through year one to restrict speech under 1 a <number> then pressured by kike groups like your wife you silenced political dissidents your argument works while companies can limit 1 a those days are ending wrong side of history,number user marketed speakfreely number term changed halfway year one restrict speech number pressured kike group like wife silenced political dissident argument work company limit day ending wrong side history,General,test,16023241_gab
<user> <user> <user> lol no one is supporting bhikharistan except pro muslim countries like turkey malaysia no one gives a fuck about porkistan,user user user lol one supporting bhikharistan except pro muslim country like turkey malaysia one give fuck porkistan,Muslim/Arab,test,1178949635647229952_twitter
<user> he a fucking faggy kike oh yeah bill mitchell got it as well he turned on the alt right yesterday as well saying white genocide and jq were conspiracy theories,user fucking faggy kike yeah bill mitchell got well turned alt right yesterday well saying white genocide conspiracy theory,White,test,3367166_gab
<user> <user> dawg at my last job all them white boys was married or was before n i always heard my fuckin whore ass wife dude,user user dawg last job white boy married always heard fuckin whore as wife dude,White,test,1178851092647546881_twitter
do not call me a nigger i am white,call nigger white,African,test,1179105444096348165_twitter
the christ cuck sand nigger messiah cries out in pain as he shoots himself in the foot with his sand nigger religion lmao,christ cuck sand nigger messiah cry pain shoot foot sand nigger religion lmao,African,test,19986210_gab
<user> and the chinaman will eat both,user chinaman eat,General,test,1267061401597521920_twitter
the other kike claimed soros wasn t prosecuted because he was too old bulan kike claims it was because he was too young shoah <number> electric boogaloo will not discriminate by age all are welcome,kike claimed soros prosecuted old bulan kike claim young shoah number electric boogaloo discriminate age welcome,General,test,17844735_gab
so according to kike shapiro <number> out of <number> dead and <number> injured being members of hamas justifies everything,according kike shapiro number number dead number injured member hamas justifies everything,General,test,25711501_gab
people think white nationalists want war and to exterminate others when in reality all we want is separation,people think white nationalist want war exterminate others reality want separation,White,test,14928405_gab
<user> where the fuck are your socks white boy,user fuck sock white boy,White,test,1179088231951994880_twitter
you can sleep safe at night knowing these wonderful ladies at nato are defending you from moslem terrorist,sleep safe night knowing wonderful lady nato defending moslem terrorist,Muslim/Arab,test,15236372_gab
nigger lovin fgt,nigger lovin fgt,African,test,19939869_gab
sick commie but who elected her they are fucking genetic fails too much nigger genes wipe out island seed with asians collect bumper tax revenues,sick commie elected fucking genetic fails much nigger gene wipe island seed asian collect bumper tax revenue,Asian,test,12812177_gab
billionaire cool still a fucking nigger,billionaire cool still fucking nigger,African,test,17593622_gab
standup purity spiraled iself into a singer songwriter ghetto so that talented performers like a bob hope are not considered real comedians cause they paid other ppl to write jokes for them,standup purity spiraled iself singer songwriter ghetto talented performer like bob hope considered real comedian cause paid ppl write joke,General,test,24004967_gab
o pleez god hates queers both 0 bamas are male both have a penis the mooch is a hideous anti america phony nothin to do with skin color hope mooch is jealous of our beautiful lady melania,pleez god hate queer bamas male penis mooch hideous anti america phony nothin skin color hope mooch jealous beautiful lady melania,General,test,10177273_gab
longest war $$ $$ in american history a few stinkin thousand muzzies we can not wipe out gen smedley butler war i a racket but make sure you cough up your tax for this bullshit farce or they throw you in jail,longest war american history stinkin thousand muzzies wipe gen smedley butler war racket make sure cough tax bullshit farce throw jail,General,test,22888404_gab
you are a anti white non white basterdised cultural marxist psychopath no name brand we are white pedigree and dont need fups like yourself in the white race we dont want you there is no place for you in a white society please kill yourself and i am not your friend nigger,anti white non white basterdised cultural marxist psychopath name brand white pedigree dont need fups like white race dont want place white society please kill friend nigger,African,test,12326179_gab
laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,laura loomer raped screaming disgusting kike language said must exterminate goy laura loomer loomergate,General,test,13851720_gab
liberals call potus trump supporters white supremacists nazis and coons but whine because he calls fat boy in nk rocket man ❄ hypocrites 😂,liberal call potus trump supporter white supremacist nazi coon whine call fat boy rocket man hypocrite,White,test,12423952_gab
ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially,report spic president trump sent warning make sure ice deportation team sends far sighted agent get since ugly spic facially,Hispanic,test,14445063_gab
loll calling me a zhid and pedophile when i am neither,loll calling zhid pedophile neither,General,test,21276945_gab
so boring that this janitor has me blocked someone call this porch monkey to clean my mf toilet,boring janitor blocked someone call porch monkey clean toilet,General,test,1178795517855305730_twitter
i wonder how many of those living in the ghetto now drinking leadened water and under constant threat of gang violence long for a secure bed and meals on the plantation,wonder many living ghetto drinking leadened water constant threat gang violence long secure bed meal plantation,General,test,25196924_gab
<user> begone ching chong,user begone ching chong,General,test,1177940451955019778_twitter
<user> <user> i can lmao theater meets ghetto i will snap them in a second,user user lmao theater meet ghetto snap second,General,test,1261416040388386816_twitter
i hate saying nigga around my white friends but sometimes you niggers be out coonin and a cmon my nigga will slip out every now and again,hate saying nigga around white friend sometimes nigger coonin cmon nigga slip every,African,test,1178506508600008704_twitter
lol of coursh coz it normal to believe in perverted kike holoporn right fuck off faggot,lol coursh coz normal believe perverted kike holoporn right fuck faggot,General,test,25852454_gab
arabs can barely build guided rockets,arab barely build guided rocket,Muslim/Arab,test,7361331_gab
so it a desert kike instead of a european one that wrote it duh it does not matter they are all jews,desert kike instead european one wrote duh matter jew,Jewish,test,19589481_gab
definition of white privilege,definition white privilege,White,test,11084491_gab
oh this is getting niggerish,getting niggerish,African,test,1092230580312395777_twitter
and what does that make you a hearsay peddling moron what is a kike anyway what label may i place upon your genius how about peasant,make hearsay peddling moron kike anyway label may place upon genius peasant,General,test,12731678_gab
why the second greatest film ever produced after nigger kitty,second greatest film ever produced nigger kitty,African,test,20149987_gab
<user> <user> a camel jockey midde east watering station,user user camel jockey midde east watering station,General,test,1178082052513468417_twitter
i have to go to court for not having an off campus pass ghetto 😣,court campus pas ghetto,General,test,1224487307601858560_twitter
best live topic i have seen on gab check out this fucking mongrel having to raise this is a worse toll than mudshark glasses,best live topic seen gab check fucking mongrel raise worse toll mudshark glass,General,test,20318209_gab
an interesting sentiment but only a sentiment nonetheless trump has emboldened the grip israel has on america he has largely overlooked the jew owned federal reserve and given free reign to kike bank goldman sachs both of whom were fined billions for crashing the global economy in <number> <number> maga,interesting sentiment sentiment nonetheless trump emboldened grip israel america largely overlooked jew owned federal reserve given free reign kike bank goldman sachs fined billion crashing global economy number number maga,Jewish,test,12352960_gab
man said dark skins should be raped and we should accept his apology because he apologised before brudda u should be kweffed,man said dark skin raped accept apology apologised brudda kweffed,General,test,1179093268862312449_twitter
ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,ahaahaha towel head fucking stupid admit jew smart dummy manipulative convince people like support ass even though responsible demise western culture although done much else,Jewish,test,17092116_gab
peter kopteros peter kopteros <number> hours ago i sure hope that nappy headed lowlife never gets to play professional football ever again unless it in the ghetto they grew up in lol ﻿,peter kopteros peter kopteros number hour ago sure hope nappy headed lowlife never get play professional football ever unless ghetto grew lol,General,test,13748729_gab
muzzies are goathumpers and wifebeaters fuck every muzzie and the religion of piss i d be happy if we nuked every muzzie country off the map,muzzies goathumpers wifebeaters fuck every muzzie religion piss happy nuked every muzzie country map,General,test,23813964_gab
yep and who pushed the civil rights thing which made niggers far worse you got it the joos they are worse than niggers ever thought about being,yep pushed civil right thing made nigger far worse got joos worse nigger ever thought,African,test,24172961_gab
solo que soy de derecha a l <percent> el virus kike no va con jesús,solo que soy derecha percent virus kike con jesús,General,test,24549535_gab
no excuse for us not to offer refugee status to white refugees in south africa,excuse offer refugee status white refugee south africa,White,test,21376620_gab
no guys this based chinaman billionaire is going to make america great again,guy based chinaman billionaire going make america great,General,test,17385785_gab
well the weasel and who is carrying water for the biggest liar in our country history obama is about to get his ass set on fire and the ex coon and moslem commander is going down too releasethememo is finally here,well weasel carrying water biggest liar country history obama get as set fire coon moslem commander going releasethememo finally,General,test,19132319_gab
you know those women you see around that have that trailer trash made up look with the bad eye makeup messy bun padded bra and super skinny meth body yeah they are probably meth addicts — author unknown,know woman see around trailer trash made look bad eye makeup messy bun padded bra super skinny meth body yeah probably meth addict author unknown,General,test,1178748502849052672_twitter
gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,gab went number second instant called fuentes spic sorry guy,Hispanic,test,24876858_gab
<user> ‍ just listening to the latest radical agenda and was interested to listen to that one caller who said that we have an online ethnostate it seems more like an online ghetto to me but as they say you say tomato i pronounce it properly,user listening latest radical agenda interested listen one caller said online ethnostate seems like online ghetto say say tomato pronounce properly,General,test,22706056_gab
hey how about you go be a kike somewhere else schlomo sound good,hey kike somewhere else schlomo sound good,General,test,18452041_gab
<user> nah let me translate when one of us fucks up we are all ready to tweak the laws so all white asses can be covered from now on,user nah let translate one fuck ready tweak law white ass covered,White,test,1178831315875094529_twitter
<user> sweetheart this is beautiful i wanna be part of cool asians so bad 🥺,user sweetheart beautiful wanna part cool asian bad,Asian,test,1252609725826347008_twitter
<user> nigga fucking called me a faggot when i said these things to him,user nigga fucking called faggot said thing,African,test,1178130764405366784_twitter
if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up,greek number year ago could see olympics throw msm promotion gay black hate whitey back statement see mess country,African,test,19842848_gab
<user> like i have been saying for awhile now that soon the left ideology will lock horns with the islamic one total shit show,user like saying awhile soon left ideology lock horn islamic one total shit show,Muslim/Arab,test,1217101519943802883_twitter
squadron leader gibson raf won a vc on the dam buster raid he had a labrador called nigger they told us not to call them that anymore so we called them gibson dog or gibson for short,squadron leader gibson raf dam buster raid labrador called nigger told call anymore called gibson dog gibson short,African,test,10482092_gab
<user> you do not consider anything presented to you as evidence let alone irrefutable evidence you just continue to diagree you shifted this argument from the jews pushing the muslims in to the holocaust to af diary you can not win so you shift are you black or a woman,user consider anything presented evidence let alone irrefutable evidence continue diagree shifted argument jew pushing muslim holocaust diary win shift black woman,Jewish,test,4025504_gab
precinct and campaign meetings will confirm that it is only whites who hold any ideals about government non whites want free govt cheese and jews are crazy for power,precinct campaign meeting confirm white hold ideal government non white want free govt cheese jew crazy power,Jewish,test,23840294_gab
taserface ahahahahahahahahahahahaha almost as hilarious as having a nigger for president amirite,taserface ahahahahahahahahahahahaha almost hilarious nigger president amirite,African,test,13370491_gab
egad my home is being invaded by black ants i wonder if this is some sort of cosmic symbolism for the third world immigrant invasion probably not i have not heard of any mexicans getting crushed by the thumb of damocles,egad home invaded black ant wonder sort cosmic symbolism third world immigrant invasion probably heard mexican getting crushed thumb damocles,African,test,5685446_gab
amy loves to guzzle down nigger cum,amy love guzzle nigger cum,African,test,24665773_gab
<user> just saw a sad older couple with <number> mulatto grandkids at the store you know they are taking care of their degenerate mudshark daughter spawn sad,user saw sad older couple number mulatto grandkids store know taking care degenerate mudshark daughter spawn sad,General,test,4577727_gab
<user> lol what a stupid gook,user lol stupid gook,General,test,2694325_gab
come on faggot you can do better than that why do not you come at me with scholarly sources scratch that you raggedy ass faggots would not know a reputable source or scholars for that matter if it fucked you in the ass get thee behind me faggot,come faggot better come scholarly source scratch raggedy as faggot would know reputable source scholar matter fucked as get thee behind faggot,General,test,24024394_gab
for fuck sake when is the western governments going to stop giving these retarded hostile muslims perpetual aid,fuck sake western government going stop giving retarded hostile muslim perpetual aid,Muslim/Arab,test,27280463_gab
i am part potato nigger so i am not welcome here anymore i have to go back,part potato nigger welcome anymore back,African,test,9832237_gab
saudi arabia is about <number> afro arab these are the original african arabs who were out of african migrants from the earliest days of human kind into arabia and stayed there and are indeed a black people saracens original arabs original berbers and semites are dark african peoples you know this,saudi arabia number afro arab original african arab african migrant earliest day human kind arabia stayed indeed black people saracen original arab original berber semite dark african people know,African,test,6413240_gab
<user> shit crazy i go from unsaving the niggers number to putting it right back as baby i be doin too much lol,user shit crazy unsaving nigger number putting right back baby doin much lol,African,test,1178551448197574656_twitter
we take mosque hit and runs very seriously but if you are a muslim migrant and plow into a load of pedestrians we will do our best to rule it an accident,take mosque hit run seriously muslim migrant plow load pedestrian best rule accident,Muslim/Arab,test,24792823_gab
i hate arabs why they said we all are working in macdonalds عمال_ماك,hate arab said working macdonalds عمال_ماك,Muslim/Arab,test,1260229132052463617_twitter
<user> u negroes never take your destiny into your own hands and just keep waiting for others to change your lot in life,user negro never take destiny hand keep waiting others change lot life,African,test,1118978139256950784_twitter
fuck facebook staff and their muscum loving scum trash subhumans can you believe they disabled my account for <number> days for stating muslims lie and deceive <percent> of the time are they fucking serious i guess the truth really hurts fuck islam and all piss dinking goat fucking sand monkeys,fuck facebook staff muscum loving scum trash subhumans believe disabled account number day stating muslim lie deceive percent time fucking serious guess truth really hurt fuck islam piss dinking goat fucking sand monkey,Muslim/Arab,test,16002165_gab
harvey how many babied did you kill today were they all nigger babies,harvey many babied kill today nigger baby,African,test,17828964_gab
<user> true but no one gives a fuck about other activists of color not that i care much about it tbh im not too invested into this climate change stuff but just bc she white and retarded she gets the spotlight,user true one give fuck activist color care much tbh invested climate change stuff white retarded get spotlight,White,test,1179003429810774017_twitter
jews have not and will never be white anybody who suggests otherwise is either a kike or a race traitor and deserves a gassing,jew never white anybody suggests otherwise either kike race traitor deserves gassing,Jewish,test,25743035_gab
how can you get rid of one nigger and replace it with another nigger x and y was much better no nigero in sight,get rid one nigger replace another nigger much better nigero sight,African,test,1171798188132589568_twitter
<user> <user> like nigga care,user user like nigga care,African,test,1118271659058847744_twitter
<user> yeah i ’ m fwy don ’ t do that ghetto ass shit,user yeah fwy ghetto as shit,General,test,1243408978962337793_twitter
loved 7 0 comedy you could say nigga paki and be lazy and chase women with big bristols and john and larry were the brighton element,loved comedy could say nigga paki lazy chase woman big bristol john larry brighton element,African,test,26434464_gab
that creature on the left she won the ghetto lottery with that one my goodness talk about lucking out maybe she his second wife hence the wedding dress if that the case please do not breed honey please please please,creature left ghetto lottery one goodness talk lucking maybe second wife hence wedding dress case please breed honey please please please,General,test,15042928_gab
<user> lmao 😂 eses charged me under <money> fuck them white folk lmao,user lmao es charged money fuck white folk lmao,White,test,1179074111076814848_twitter
being lorded over by squatamalens and negresses is okay as long as they are from middle america,lorded squatamalens negress okay long middle america,General,test,16717552_gab
yes moar fat sheboons telling us all what to do did not we get enough of this from <number> yrs of oprah,yes moar fat sheboons telling get enough number yr oprah,General,test,12361622_gab
true life i have been randomly saying i do not fw you niggers i own the clippers for <number> days now,true life randomly saying nigger clipper number day,African,test,1178696589059198976_twitter
as for jews revenge is the only answer i blame modern christianity for this cuck mentality turn the other cheek must end the jews have flooded our countries with invaders to rape our daughters our people used to live for conquer and revenge its time to rekindle the fire <number>,jew revenge answer blame modern christianity cuck mentality turn cheek must end jew flooded country invader rape daughter people used live conquer revenge time rekindle fire number,Jewish,test,27406915_gab
considering many europeans have now been raped and killed horriby by islamic hoardes i wonder what the media reaction when the backlash comes it is bound to happen no doubt they will condemn it as a white nazi hate crime and come down hard on anyone critical of islam banislam,considering many european raped killed horriby islamic hoardes wonder medium reaction backlash come bound happen doubt condemn white nazi hate crime come hard anyone critical islam banislam,Muslim/Arab,test,3426717_gab
once racemixing became alluring purely because about <number> of japanese women are not sluts white nationalism became seriously dis alluring i hear <number> of rural russian women are not sluts though so that makes me a russian nationalist woohoo,racemixing became alluring purely number japanese woman slut white nationalism became seriously dis alluring hear number rural russian woman slut though make russian nationalist woohoo,Asian,test,6661295_gab
dont like capitalism want socialism want national socialism also known as socialism for whites only got to africa jews have imposed socialism for blacks only there and if someone tries to open a business he gets shot by the jews,dont like capitalism want socialism want national socialism also known socialism white got africa jew imposed socialism black someone try open business get shot jew,Jewish,test,21280190_gab
honestly the only woman i would not ever date is a solid black woman hispanics are aye okay asians are qu3 <number> i do not have yellow fever anymore but white girls can be crazy ass folk indian and arab women maybe but they gotta be shaved no negotiating that shit,honestly woman would ever date solid black woman hispanic aye okay asian number yellow fever anymore white girl crazy as folk indian arab woman maybe gotta shaved negotiating shit,Asian,test,14311877_gab
i know sum bitch made ass niggas man 🤦 🏾 ‍ ♂️ 🤦 🏾 ‍ ♂️ 🤦 🏾 ‍ ♂️,know sum bitch made as nigga man,African,test,1179098097160470529_twitter
filthy kike matt drudge throws in his two sheckels,filthy kike matt drudge throw two sheckels,General,test,19900230_gab
his english periscope was awful apparently his chinese one was much better and had 1 6 m watching i do not speak gookanese though so be funny to see how this plays out with chink whales putting stops every <number>,english periscope awful apparently chinese one much better watching speak gookanese though funny see play chink whale putting stop every number,Asian,test,17501192_gab
the alt right is celebrating because the god emperor called a bunch of nigger countries shitholes and that makes up for having a cabinet staffed by globalist kikes and neocons trump not even knowing his own immigration policies how easily distracted you are by cheap gimmicks,alt right celebrating god emperor called bunch nigger country shitholes make cabinet staffed globalist kike neocon trump even knowing immigration policy easily distracted cheap gimmick,African,test,17753551_gab
<number> year old black man charged with raping a <number> year old child in al it no secret why the black man loves islam because that moo haamed guy tells me i gots to gets me a <number> year old maga <user> <user>,number year old black man charged raping number year old child secret black man love islam moo haamed guy tell gots get number year old maga user user,African,test,6165500_gab
meet the british nigger bitch princess criminal trash family 🤣,meet british nigger bitch princess criminal trash family,African,test,26046364_gab
i m glad ds is back on dailystormer top and no kike will ever hold our movement down,glad back dailystormer top kike ever hold movement,General,test,18946604_gab
so now in nyc you get a 2 5 0 k fine for saying illegal alien the official term for a foreign national living in a country without authorization but get over the use of the word nigger niggers tuesday thoughts,nyc get fine saying illegal alien official term foreign national living country without authorization get use word nigger nigger tuesday thought,African,test,1178976586168754177_twitter
i am a retarded fucking jew,retarded fucking jew,Jewish,test,13340241_gab
how about i fire a lime off ya head you filthy paki bastard,fire lime head filthy paki bastard,General,test,19624242_gab
we are talking about people dick not m ms and the same can apply for white men should we ban white men or ban them from buying guns,talking people dick apply white men ban white men ban buying gun,White,test,6058274_gab
how could we ever lose the narrative with these borderline mental retard nazi on our side,could ever lose narrative borderline mental retard nazi side,General,test,18402625_gab
the atma contained in me used to occupy the body of oskar schindler there are nine thousand schindler jews who are only going to procreate i will not go near jews or israel until it aspires to or manifests a level of love prevalent at camp echo lake,atma contained used occupy body oskar schindler nine thousand schindler jew going procreate near jew israel aspires manifest level love prevalent camp echo lake,Jewish,test,1178987503942062080_twitter
illegal aliens should just be called enemy combatants they have killed more americans than the sand niggers have in all of our wars over there daca,illegal alien called enemy combatant killed american sand nigger war daca,African,test,19514409_gab
they never fighting outside my apartment wow the fucking ghetto,never fighting outside apartment wow fucking ghetto,General,test,1186788781594238977_twitter
lmfao the passenger in they car is trying to file another claim in they neck and back 😭 😭 😭 😭 u niggers are so predictable make me sick,lmfao passenger car trying file another claim neck back nigger predictable make sick,African,test,1178732930614595584_twitter
anytime bro rekt the kike christ cuck fuckers shits about to get real,anytime bro rekt kike christ cuck fucker shit get real,General,test,19838726_gab
<user> turkish immigrants in germany did invent that wonderful post pub delicacy the döner kebab so that drunk people could eat shwarma whilst stumbling home i can not imagine that mo or al would be one bit happy with their entrepreneurial spirit unleashed by wonderful western freedom,user turkish immigrant germany invent wonderful post pub delicacy döner kebab drunk people could eat shwarma whilst stumbling home imagine would one bit happy entrepreneurial spirit unleashed wonderful western freedom,General,test,2544722_gab
tfw how the daily stormer protects a spic like he some kind of god,tfw daily stormer protects spic like kind god,Hispanic,test,25730290_gab
<user> <user> stupid sand niggers,user user stupid sand nigger,African,test,1092772320786214912_twitter
fucking idiot dont believe anything you see they stole the white child imbasill you are retarded,fucking idiot dont believe anything see stole white child imbasill retarded,White,test,12376502_gab
all you so called jewish people and asians you actually white supremes,called jewish people asian actually white supremes,Jewish,test,11012135_gab
and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious whenever a sand nigger bitches some poor brit going to jail and these muslim parasites have bitching down to an artform helmets people helmets,pour gasoline fire cracking hard internet hate speech arbitrary capricious whenever sand nigger bitch poor brit going jail muslim parasite bitching artform helmet people helmet,African,test,11004916_gab
knock off a cracker for callin me towelhead,knock cracker callin towelhead,White,test,1178415250753892355_twitter
niggers in tulsa on video saying fuck the police after a wild nigger mentally ill was killed by cops we do not want or need niggers in america quit using <number> niggers call black lives matter instead of <number> better yet leave america now you worthless pieces of shit,nigger tulsa video saying fuck police wild nigger mentally ill killed cop want need nigger america quit using number nigger call black life matter instead number better yet leave america worthless piece shit,African,test,8686222_gab
people should not apologize criminal gov must in this case this merchant yid whore who lies she is a queen while does not have even a drop of royal blood,people apologize criminal gov must case merchant yid whore lie queen even drop royal blood,General,test,23973351_gab
<user> the illiterates immigrants and fkn mongs must not forget what they are,user illiterate immigrant fkn mongs must forget,General,test,1213327950763966467_twitter
where is the investigation on who gave that lying muzrat traitor a top secret clearance,investigation gave lying muzrat traitor top secret clearance,General,test,25563686_gab
it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,better apartheid existed nigger shithole nigger killing white get stay away,African,test,19399191_gab
i mean i get that race exists but the qualifications are weird like we have caucasians that do not live in europe yet according to white supremacists here in the usa they are not classified as white,mean get race exists qualification weird like caucasian live europe yet according white supremacist usa classified white,White,test,20562194_gab
nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls lmfao,nazi asshole number good republican number joke antifa hezbollah sandniggers little bitch mellenial number stupid democrat veiw cause scard number lmfao stupid dems open mouth number ball lmfao,African,test,25855215_gab
hating beaners is so easy,hating beaner easy,General,test,20069758_gab
